Title,Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Engine (cc),URL
Suzuki Spacia Custom Turbo 2016 Car (Used),"Rs. 6,250,000",,,,,,,,https://riyasewana.com/buy/suzuki-spacia-custom-sale-panadura-11240421
Isuzu Gemini 1989 Car (Used),"Rs. 1,295,000",,,,,,,,https://riyasewana.com/buy/isuzu-gemini-sale-gampaha-11240419
Suzuki Swift Japan 2005 Car (Used),"Rs. 4,200,000",,,,,,,,https://riyasewana.com/buy/suzuki-swift-japan-sale-anuradapura-11240425
Micro Panda 2014 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/micro-panda-sale-colombo-11240413
Toyota Aqua G Limited 2013 Car (Used),"Rs. 7,500,000",,,,,,,,https://riyasewana.com/buy/toyota-aqua-g-sale-kiribathgoda-11240408
Micro Panda LC 1.0 2015 Car (Used),"Rs. 2,900,000",,,,,,,,https://riyasewana.com/buy/micro-panda-lc-sale-kottawa-11240406
Toyota Vitz 2017 Car (Used),"Rs. 7,700,000",,,,,,,,https://riyasewana.com/buy/toyota-vitz-sale-kurunegala-11240404
Suzuki Maruti 2005 Car (Used),"Rs. 1,865,000",,,,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-gampaha-11240402
BMW 520D M Sport 2015 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/bmw-520d-m-sale-colombo-11240378
Tata Nano 2016 Car Unregistered (Recondition),Negotiable,,,,,,,,https://riyasewana.com/buy/tata-nano-sale-kadawatha-11240400
Toyota Passo 2007 Car (Used),"Rs. 4,975,000",,,,,,,,https://riyasewana.com/buy/toyota-passo-sale-malabe-11240376
Toyota Aqua 2013 Car (Used),"Rs. 7,550,000",,,,,,,,https://riyasewana.com/buy/toyota-aqua-sale-boralesgamuwa-11240366
Suzuki Alto 2025 Car Brand New,Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-wattala-11240372
Toyota AQUA 2012 Car (Used),"Rs. 6,490,000",,,,,,,,https://riyasewana.com/buy/toyota-aqua-sale-negombo-11240364
Mercedes-Benz CLA 200 2019 Car (Used),"Rs. 22,800,000",,,,,,,,https://riyasewana.com/buy/mercedes-benz-cla-200-sale-nugegoda-11240370
Toyota 110 1996 Car (Used),"Rs. 3,250,000",,,,,,,,https://riyasewana.com/buy/toyota-110-sale-gampaha-11240347
Toyota Axio X Limited 2007 Car (Used),"Rs. 6,995,000",,,,,,,,https://riyasewana.com/buy/toyota-axio-x-sale-matara-11240354
Honda Fit GP5 S Grade 2014 Car (Used),"Rs. 7,950,000",Honda,Fit GP5 S Grade,2014,139000,Automatic,Hybrid,1500,https://riyasewana.com/buy/honda-fit-gp5-sale-kotikawatta-11142591
Audi A4 B8 2012 Car (Used),"Rs. 11,750,000",Audi,A4 B8,2012,80500,Automatic,Petrol,1800,https://riyasewana.com/buy/audi-a4-b8-sale-nugegoda-11211154
Daihatsu Mira L Grade 2025 Car Unregistered (Recondition),"Rs. 6,270,000",Daihatsu,Mira L Grade,2025,3825,Automatic,Petrol,658,https://riyasewana.com/buy/daihatsu-mira-l-sale-gampaha-11235205
Daihatsu Mira 2025 Car Unregistered (Recondition),"Rs. 6,290,000",Daihatsu,Mira,2025,7000,Automatic,Petrol,660,https://riyasewana.com/buy/daihatsu-mira-sale-ambalangoda-11236724
Toyota Aqua 2012 Car (Used),"Rs. 7,500,000",Toyota,Aqua,2012,220000,Automatic,Hybrid,-,https://riyasewana.com/buy/toyota-aqua-sale-malabe-11246499
Suzuki Alto Lxi 2015 Car (Used),"Rs. 3,625,000",Suzuki,Alto Lxi,2015,122000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-lxi-sale-galle-11246496
Nissan FB13 1990 Car (Used),"Rs. 1,450,000",Nissan,FB13,1990,1234,Manual,Petrol,1300,https://riyasewana.com/buy/nissan-fb13-sale-kiribathgoda-11246495
Toyota Vios G Limited 2007 Car (Used),Negotiable,Toyota,Vios G Limited,2007,-,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-vios-g-sale-matale-11246491
Toyota Premio G Superior Electric Seats 2013 Car (Used),"Rs. 10,890,000",Toyota,Premio G Superior Electric Seats,2013,80000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-premio-g-sale-ja-ela-11246489
Toyota Corolla 121 2003 Car (Used),Negotiable,Toyota,Corolla 121,2003,170000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-corolla-121-sale-panadura-11246487
Suzuki Wagon R 2018 Car (Used),Negotiable,Suzuki,Wagon R,2018,46000,Automatic,Hybrid,650,https://riyasewana.com/buy/suzuki-wagon-r-sale-ratnapura-11246484
Suzuki Maruti 1995 Car (Used),"Rs. 1,335,000",Suzuki,Maruti,1995,78000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-maruti-sale-polonnaruwa-11246483
Toyota Allion G 2016 Car (Used),"Rs. 13,875,000",Toyota,Allion G,2016,120000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-allion-g-sale-ja-ela-11246477
Nissan Pulsar 2000 Car (Used),"Rs. 3,350,000",Nissan,Pulsar,2000,140000,Automatic,Petrol,1495,https://riyasewana.com/buy/nissan-pulsar-sale-mahiyanganaya-11246463
Suzuki Spacia Custom Z Turbo 2018 Car (Used),"Rs. 6,795,000",Suzuki,Spacia Custom Z Turbo,2018,51000,Automatic,Hybrid,650,https://riyasewana.com/buy/suzuki-spacia-custom-sale-kurunegala-11246456
Toyota PRIUS 2014 Car (Used),Negotiable,Toyota,PRIUS,2014,144000,Automatic,Hybrid,1800,https://riyasewana.com/buy/toyota-prius-sale-kalutara-11246454
Nissan HB11 1984 Car (Used),"Rs. 1,390,000",Nissan,HB11,1984,169000,Manual,Petrol,1500,https://riyasewana.com/buy/nissan-hb11-sale-nugegoda-11246452
Toyota VITZ KSP90 2008 Car (Used),"Rs. 5,340,000",Toyota,VITZ KSP90,2008,148000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-ksp90-sale-pannala-11246448
Nissan SUNNY 1997 Car (Used),"Rs. 3,375,000",Nissan,SUNNY,1997,-,Automatic,Diesel,1970,https://riyasewana.com/buy/nissan-sunny-sale-homagama-11246445
Toyota Prius S Touring 2012 Car (Used),Negotiable,Toyota,Prius S Touring,2012,-,Automatic,Petrol,1800,https://riyasewana.com/buy/toyota-prius-s-sale-matara-11246438
Toyota Vitz 2009 Car (Used),Negotiable,Toyota,Vitz,2009,105435,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-sale-kurunegala-11246436
Suzuki Maruti 2008 Car (Used),Negotiable,Suzuki,Maruti,2008,77000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-maruti-sale-kandy-11246435
Perodua Kelisa 2004 Car (Used),"Rs. 3,200,000",,,,,,,,https://riyasewana.com/buy/perodua-kelisa-sale-gampaha-11236648
Nissan Wingroad 1997 Car (Used),"Rs. 2,975,000",Nissan,Wingroad,1997,172456,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-wingroad-sale-gampaha-11246434
Suzuki Spacia 2023 Car Unregistered (Recondition),"Rs. 8,200,000",,,,,,,,https://riyasewana.com/buy/suzuki-spacia-sale-polgahawela-11229705
Mercedes-Benz S300 2010 Car (Used),"Rs. 19,500,000",,,,,,,,https://riyasewana.com/buy/mercedes-benz-s300-sale-wattala-11238835
Honda Fit GE6 I-Vtec 2008 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/honda-fit-ge6-sale-nawala-11245673
Toyota 110 1996 Car (Used),"Rs. 3,250,000",,,,,,,,https://riyasewana.com/buy/toyota-110-sale-gampaha-11240347
Suzuki Maruti 2008 Car (Used),"Rs. 2,020,000",Suzuki,Maruti,2008,27000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-maruti-sale-anuradapura-11246430
Honda FIT GE6 2008 Car (Used),"Rs. 5,375,000",Honda,FIT GE6,2008,202938,Automatic,Petrol,1330,https://riyasewana.com/buy/honda-fit-ge6-sale-homagama-11246432
Renault KWID RXT SPORTS 2016 Car (Used),"Rs. 3,475,000",Renault,KWID RXT SPORTS,2016,100000,Manual,Petrol,800,https://riyasewana.com/buy/renault-kwid-rxt-sale-welisara-11246433
Suzuki Alto 800 2015 Car (Used),"Rs. 3,675,000",Suzuki,Alto 800,2015,92000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-800-sale-kurunegala-11246424
Nissan March K11 2000 Car (Used),"Rs. 2,975,000",,,,,,,,https://riyasewana.com/buy/nissan-march-k11-sale-eheliyagoda-11240343
Toyota Prius S LED Limited 2013 Car (Used),Negotiable,Toyota,Prius S LED Limited,2013,162900,Automatic,Hybrid,1800,https://riyasewana.com/buy/toyota-prius-s-sale-katunayake-11246422
Honda Fit Shuttle 2013 Car (Used),"Rs. 8,550,000",,,,,,,,https://riyasewana.com/buy/honda-fit-shuttle-sale-kalutara-11240340
Honda Civic ES8 2003 Car (Used),"Rs. 5,100,000",,,,,,,,https://riyasewana.com/buy/honda-civic-es8-sale-colombo-11240322
Suzuki Wagon R Fx 2024 Car Unregistered (Recondition),"Rs. 7,200,000",,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kandy-11240288
Proton WIRA 2000 Car (Used),Negotiable,Proton,WIRA,2000,179111,Manual,Petrol,1468,https://riyasewana.com/buy/proton-wira-sale-homagama-11246421
BMW 520d F10 2014 Car (Used),"Rs. 22,800,000",,,,,,,,https://riyasewana.com/buy/bmw-520d-f10-sale-nugegoda-11240311
Nissan Wingroad 1997 Car (Used),"Rs. 2,275,000",Nissan,Wingroad,1997,1874235,Automatic,Diesel,2000,https://riyasewana.com/buy/nissan-wingroad-sale-gampaha-11246419
Nissan Wagon 1989 Car (Used),"Rs. 1,540,000",Nissan,Wagon,1989,88632,Manual,Petrol,1200,https://riyasewana.com/buy/nissan-wagon-sale-kurunegala-11246417
Suzuki Alto 2015 Car (Used),"Rs. 3,840,008",Suzuki,Alto,2015,62000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-sale-embilipitiya-11246416
Toyota COROLLA DX 1984 Car (Used),"Rs. 1,875,000",Toyota,COROLLA DX,1984,210123,Manual,Petrol,1300,https://riyasewana.com/buy/toyota-corolla-dx-sale-homagama-11246415
Nissan FB15 Eco 1999 Car (Used),"Rs. 4,175,000",,,,,,,,https://riyasewana.com/buy/nissan-fb15-eco-sale-mirigama-11240303
Toyota Axio 2015 Car (Used),"Rs. 9,250,000",,,,,,,,https://riyasewana.com/buy/toyota-axio-sale-pannipitiya-11240298
Morris Morri 1958 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/morris-morri-sale-matara-11240296
Tata Indica V2 2008 Car (Used),"Rs. 1,875,000",,,,,,,,https://riyasewana.com/buy/tata-indica-v2-sale-ragama-11240289
Toyota Yaris X Grade Safety 2025 Car Unregistered (Recondition),"Rs. 9,690,000",Toyota,Yaris X Grade Safety,2025,10000,Automatic,Petrol,996,https://riyasewana.com/buy/toyota-yaris-x-sale-colombo-11246410
Nissan Wingroad Y12 2008 Car (Used),"Rs. 5,890,000",Nissan,Wingroad Y12,2008,181000,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-wingroad-y12-sale-matugama-11246407
Suzuki Wagon R 2017 Car (Used),"Rs. 5,750,000",,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-bandaragama-11240282
Toyota DUET 2000 Car (Used),"Rs. 2,975,000",Toyota,DUET,2000,130000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-duet-sale-kandana-11246402
Mazda FAMILIA XJ Hatchback 1998 Car (Used),"Rs. 1,300,000",Mazda,FAMILIA XJ Hatchback,1998,150000,Manual,Petrol,1300,https://riyasewana.com/buy/mazda-familia-xj-sale-dehiwala-mount-lavinia-11246406
Toyota Corolla CE 108 1997 Car (Used),"Rs. 2,690,000",,,,,,,,https://riyasewana.com/buy/toyota-corolla-ce-sale-maharagama-11240280
Suzuki Wagon R Custom ZX 2025 Car Brand New,"Rs. 8,575,000",Suzuki,Wagon R Custom ZX,2025,-,Automatic,Hybrid,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-kalutara-11246400
Suzuki Alto Lxi 2009 Car (Used),"Rs. 2,875,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-lxi-sale-gampaha-11240277
Suzuki Swift 2004 Car (Used),"Rs. 4,150,000",,,,,,,,https://riyasewana.com/buy/suzuki-swift-sale-galle-11240273
Toyota Premio 2007 Car (Used),Negotiable,Toyota,Premio,2007,151000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-premio-sale-hambantota-11246398
Nissan HB11 SGL 1985 Car (Used),"Rs. 1,275,000",,,,,,,,https://riyasewana.com/buy/nissan-hb11-sgl-sale-kandy-11240254
Toyota Vios 2003 Car (Used),"Rs. 5,100,000",,,,,,,,https://riyasewana.com/buy/toyota-vios-sale-anuradapura-11240253
Nissan FB13 Doctor Sunny 1992 Car (Used),"Rs. 2,190,000",Nissan,FB13 Doctor Sunny,1992,248520,Manual,Petrol,1500,https://riyasewana.com/buy/nissan-fb13-doctor-sale-pannala-11246385
Toyota Premio G Superior 2013 Car (Used),"Rs. 10,300,000",Toyota,Premio G Superior,2013,167000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-premio-g-sale-moneragala-11246383
Daihatsu Mira L Grade 2025 Car Unregistered (Recondition),"Rs. 6,325,000",Daihatsu,Mira L Grade,2025,12000,Automatic,Petrol,660,https://riyasewana.com/buy/daihatsu-mira-l-sale-colombo-11246380
Toyota STARLET EP71 1988 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-starlet-ep71-sale-ja-ela-11240251
Honda Stream 2007 Car (Used),"Rs. 6,350,000",Honda,Stream,2007,1,Automatic,Petrol,1800,https://riyasewana.com/buy/honda-stream-sale-dehiwala-mount-lavinia-11246379
Toyota Yaris 2008 Car (Used),"Rs. 6,000,000",Toyota,Yaris,2008,106000,Manual,Petrol,1300,https://riyasewana.com/buy/toyota-yaris-sale-colombo-11246375
Micro Panda 2013 Car (Used),"Rs. 2,490,000",,,,,,,,https://riyasewana.com/buy/micro-panda-sale-malabe-11240252
Toyota Tank GS Custom 2017 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-tank-gs-sale-negombo-11240250
Nissan March K11 1998 Car (Used),"Rs. 2,800,000",,,,,,,,https://riyasewana.com/buy/nissan-march-k11-sale-padukka-11240249
Suzuki Swift 2003 Car (Used),"Rs. 3,875,000",,,,,,,,https://riyasewana.com/buy/suzuki-swift-sale-kandy-11240243
Toyota Vitz U Grade 2007 Car (Used),"Rs. 5,650,000",,,,,,,,https://riyasewana.com/buy/toyota-vitz-u-sale-colombo-11240240
Toyota Vitz 2010 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-vitz-sale-matara-11240224
Suzuki Alto K10 2011 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-k10-sale-welisara-11240225
Toyota Belta 2008 Car (Used),"Rs. 6,700,000",,,,,,,,https://riyasewana.com/buy/toyota-belta-sale-ganemulla-11240205
Audi A3 S Tronic Sedan 2020 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/audi-a3-s-sale-colombo-11240200
Toyota Allion 240 2004 Car (Used),"Rs. 6,650,000",,,,,,,,https://riyasewana.com/buy/toyota-allion-240-sale-ja-ela-11240197
Mitsubishi Lancer 1980 Car (Used),"Rs. 585,000",,,,,,,,https://riyasewana.com/buy/mitsubishi-lancer-sale-dambulla-11240196
Honda Civic 1987 Car (Used),"Rs. 900,000",,,,,,,,https://riyasewana.com/buy/honda-civic-sale-ratnapura-11240192
Toyota KE72 1985 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-ke72-sale-matale-11240186
Toyota Allion 260 2008 Car (Used),"Rs. 8,300,000",,,,,,,,https://riyasewana.com/buy/toyota-allion-260-sale-gampaha-11240191
Mazda Axela 2007 Car (Used),"Rs. 5,650,000",,,,,,,,https://riyasewana.com/buy/mazda-axela-sale-piliyandala-11240171
Nissan FB14 1997 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/nissan-fb14-sale-ja-ela-11240172
Honda Fit GP1 2012 Car (Used),"Rs. 6,480,000",,,,,,,,https://riyasewana.com/buy/honda-fit-gp1-sale-panadura-11240169
Nissan AD WAGON YFY11 2003 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/nissan-ad-wagon-sale-mawanella-11240155
Suzuki Wagon R Fx Safety 2018 Car (Used),"Rs. 5,950,000",,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-11240153
Nissan March 1999 Car (Used),"Rs. 2,675,000",,,,,,,,https://riyasewana.com/buy/nissan-march-sale-nawalapitiya-11240139
Toyota PASSO 2015 Car (Used),"Rs. 6,050,000",,,,,,,,https://riyasewana.com/buy/toyota-passo-sale-colombo-11240148
Toyota Prius 2014 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-prius-sale-kandy-11240131
MG MG4 2024 Car (Used),"Rs. 12,500,000",MG,MG4,2024,15000,Automatic,Electric,125,https://riyasewana.com/buy/mg-mg4-sale-gampaha-11225175
Toyota Axio G Grade 2006 Car (Used),"Rs. 6,950,000",Toyota,Axio G Grade,2006,131000,Automatic,Petrol,1490,https://riyasewana.com/buy/toyota-axio-g-sale-panadura-11239253
Suzuki Spacia 2015 Car (Used),"Rs. 5,950,000",Suzuki,Spacia,2015,230000,Automatic,Petrol,660,https://riyasewana.com/buy/suzuki-spacia-sale-kaduwela-11246374
Hyundai I10 2016 Car (Used),"Rs. 5,050,000",Hyundai,I10,2016,97300,Automatic,Petrol,1000,https://riyasewana.com/buy/hyundai-i10-sale-colombo-11243487
BMW 318i M SPORT Shadow Edition 2018 Car (Used),Negotiable,BMW,318i M SPORT Shadow Edition,2018,39000,Automatic,Petrol,1500,https://riyasewana.com/buy/bmw-318i-m-sale-battaramulla-11211782
Micro MX7 2015 Car (Used),"Rs. 3,675,000",Micro,MX7,2015,67100,Manual,Petrol,1500,https://riyasewana.com/buy/micro-mx7-sale-moratuwa-11246371
Toyota Prius 3rd Gen 2011 Car (Used),"Rs. 8,500,000",Toyota,Prius 3rd Gen,2011,214000,Automatic,Hybrid,1800,https://riyasewana.com/buy/toyota-prius-3rd-sale-hambantota-11246372
Nissan Sunny 1978 Car (Used),"Rs. 800,000",Nissan,Sunny,1978,-,Manual,Petrol,1400,https://riyasewana.com/buy/nissan-sunny-sale-gampaha-11246368
Mitsubishi Lancer Wagon 1979 Car (Used),"Rs. 1,175,000",Mitsubishi,Lancer Wagon,1979,250000,Manual,Petrol,1400,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-kurunegala-11246365
Nissan B14 1996 Car (Used),"Rs. 2,800,000",Nissan,B14,1996,22586,Automatic,Petrol,-,https://riyasewana.com/buy/nissan-b14-sale-kuliyapitiya-11246367
Toyota Prius 2010 Car (Used),Negotiable,Toyota,Prius,2010,160000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-prius-sale-kadawatha-11246357
Toyota Vitz Edition3 2020 Car (Used),"Rs. 8,700,000",Toyota,Vitz Edition3,2020,37000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-edition3-sale-matara-11246355
Honda Civic 2018 Car (Used),Negotiable,Honda,Civic,2018,20250,Automatic,Petrol,1000,https://riyasewana.com/buy/honda-civic-sale-ampara-11246359
Mazda Familia Bhalp 1997 Car (Used),"Rs. 3,025,000",Mazda,Familia Bhalp,1997,245312,Automatic,Petrol,1489,https://riyasewana.com/buy/mazda-familia-bhalp-sale-avissawella-11246352
Nissan FB14 Super Saloon 1995 Car (Used),"Rs. 2,625,000",Nissan,FB14 Super Saloon,1995,200000,Manual,Petrol,1500,https://riyasewana.com/buy/nissan-fb14-super-sale-kurunegala-11246350
Nissan B2 11 1978 Car (Used),"Rs. 785,000",Nissan,B2 11,1978,7888,Manual,Petrol,1200,https://riyasewana.com/buy/nissan-b2-11-sale-badulla-11246344
Mazda Flair 2016 Car (Used),"Rs. 5,450,000",Mazda,Flair,2016,1720000,Automatic,Hybrid,660,https://riyasewana.com/buy/mazda-flair-sale-kurunegala-11246328
Mitsubishi Lancer Box 1983 Car (Used),"Rs. 1,125,000",Mitsubishi,Lancer Box,1983,-,Manual,Petrol,1400,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-kurunegala-11246321
Nissan Doctor Sunny 1991 Car (Used),"Rs. 2,250,000",Nissan,Doctor Sunny,1991,294000,Manual,Petrol,1500,https://riyasewana.com/buy/nissan-doctor-sunny-sale-colombo-11246322
Suzuki Swift ZXI 2007 Car (Used),"Rs. 4,350,000",Suzuki,Swift ZXI,2007,155000,Manual,Petrol,1300,https://riyasewana.com/buy/suzuki-swift-zxi-sale-badulla-11246320
Honda GE6 2009 Car (Used),"Rs. 5,675,000",Honda,GE6,2009,220000,Automatic,Petrol,1330,https://riyasewana.com/buy/honda-ge6-sale-malabe-11246318
Honda FIT GP5 2014 Car (Used),"Rs. 8,350,000",Honda,FIT GP5,2014,94181,Automatic,Hybrid,1490,https://riyasewana.com/buy/honda-fit-gp5-sale-malabe-11246312
Daihatsu Mira 2025 Car Unregistered (Recondition),"Rs. 6,290,000",,,,,,,,https://riyasewana.com/buy/daihatsu-mira-sale-ambalangoda-11236724
Toyota Prius G Sport 2015 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-prius-g-sale-moneragala-11240130
Toyota Premio 2007 Car (Used),"Rs. 8,675,000",,,,,,,,https://riyasewana.com/buy/toyota-premio-sale-kelaniya-11220832
Daihatsu Mira L Safety 2024 Car Unregistered (Recondition),"Rs. 6,375,000",,,,,,,,https://riyasewana.com/buy/daihatsu-mira-l-sale-dehiwala-mount-lavinia-11206290
Toyota Axio G Grade 2006 Car (Used),"Rs. 6,950,000",,,,,,,,https://riyasewana.com/buy/toyota-axio-g-sale-panadura-11239253
Suzuki Wagon R FZ Safety 2014 Car (Used),"Rs. 5,475,000",Suzuki,Wagon R FZ Safety,2014,134000,Automatic,Hybrid,650,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-11246301
Honda Fit Gp5 S Safety 2015 Car (Used),Negotiable,Honda,Fit Gp5 S Safety,2015,123000,Automatic,Hybrid,1500,https://riyasewana.com/buy/honda-fit-gp5-sale-piliyandala-11246294
Toyota CE96 1990 Car (Used),"Rs. 1,890,000",Toyota,CE96,1990,120000,Manual,Diesel,2000,https://riyasewana.com/buy/toyota-ce96-sale-pannipitiya-11246299
Subaru R2 2004 Car (Used),"Rs. 3,350,000",Subaru,R2,2004,190000,Automatic,Petrol,650,https://riyasewana.com/buy/subaru-r2-sale-malabe-11246298
Perodua Viva Elite 2011 Car (Used),"Rs. 3,990,000",Perodua,Viva Elite,2011,148000,Automatic,Petrol,1000,https://riyasewana.com/buy/perodua-viva-elite-sale-ragama-11246292
Toyota Corolla AE91 EFI SE Limited G Super Limited 1990 Car (Used),"Rs. 2,900,000",,,,,,,,https://riyasewana.com/buy/toyota-corolla-ae91-sale-kandy-11240119
Suzuki Alto 800 2015 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-800-sale-kiribathgoda-11240124
Nissan Leaf ZE1 2022 Car (Used),"Rs. 13,500,000",,,,,,,,https://riyasewana.com/buy/nissan-leaf-ze1-sale-nugegoda-11240113
Mitsubishi Lancer Box 1981 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-avissawella-11240110
Suzuki Alto Japan 2018 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-japan-sale-colombo-11240123
Suzuki Alto 2010 Car (Used),"Rs. 2,800,000",Suzuki,Alto,2010,130000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-sale-kandy-11246282
Toyota Aqua 2012 Car (Used),"Rs. 6,550,000",,,,,,,,https://riyasewana.com/buy/toyota-aqua-sale-battaramulla-11240108
Toyota Aqua 2012 Car (Used),"Rs. 6,725,000 (Ongoing Lease)",Toyota,Aqua,2012,146000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-aqua-sale-homagama-11246279
Suzuki Alto 2011 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-wennappuwa-11240103
Toyota Tercel 1996 Car (Used),"Rs. 2,350,000",,,,,,,,https://riyasewana.com/buy/toyota-tercel-sale-ratnapura-11240097
Ford Prefect 1950 Car (Used),"Rs. 1,950,000",,,,,,,,https://riyasewana.com/buy/ford-prefect-sale-colombo-11240106
Toyota 0762877609 2011 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-0762877609-sale-hambantota-11240101
Toyota Yaris 2007 Car (Used),"Rs. 5,875,000",Toyota,Yaris,2007,148000,Automatic,Petrol,1300,https://riyasewana.com/buy/toyota-yaris-sale-piliyandala-11246274
Toyota Axio Hybrid G Grade 2015 Car (Used),"Rs. 9,950,000",Toyota,Axio Hybrid G Grade,2015,127000,Automatic,Hybrid,1490,https://riyasewana.com/buy/toyota-axio-hybrid-sale-colombo-11246290
Toyota VITZEdition 3 2019 Car (Used),"Rs. 8,300,000",Toyota,VITZEdition 3,2019,56000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitzedition-3-sale-wennappuwa-11246281
Toyota Corolla 121 2008 Car (Used),Negotiable,Toyota,Corolla 121,2008,174000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-corolla-121-sale-hambantota-11246271
Daihatsu Mira Es L Grade 2018 Car (Used),"Rs. 5,675,000",,,,,,,,https://riyasewana.com/buy/daihatsu-mira-es-sale-panadura-11240095
